"","X1","id","price","type","sqfeet","beds","baths","cats_allowed","dogs_allowed","smoking_allowed","wheelchair_access","comes_furnished","state","State Name","MedianIncome","Governor","Pop","LandArea(sqmi)","PopDensity","TaxRate","DeathPenalty","PctWhite","PctBlack"
"1",180210,7045074177,767,"apartment",507,0,1,1,0,1,0,0,"ma","Massachusetts",79835,"R",6892503,10554,653.0702,1.21,0,71.5,7
"2",51477,7044877904,2619,"apartment",1267,3,2,1,1,1,0,0,"ca","California",75277,"D",39512223,163695,241.3770915,0.77,1,37,5.5
"3",235140,7051011942,1280,"apartment",1150,2,2,1,1,1,0,0,"nv","Nevada",58646,"D",3080156,110572,27.85656,0.64,1,48.8,8.9
"4",195112,7033584386,1358,"apartment",1121,2,1.5,1,1,0,0,0,"mi","Michigan",56697,"D",9986857,96714,103.2618,1.52,0,75,13.6
"5",181712,7022838480,1875,"apartment",985,2,2,1,1,1,0,0,"ma","Massachusetts",79835,"R",6892503,10554,653.0702,1.21,0,71.5,7
"6",314597,7032398166,905,"apartment",1360,3,2.5,1,1,1,0,0,"tn","Tennessee",52375,"R",6708799,42144,159.1875,0.54,1,73.9,16.6
"7",93712,7044811460,1660,"apartment",1385,3,2,1,1,1,0,0,"fl","Florida",55462,"R",21477737,65758,326.6179,1.05,1,53.8,15.4
"8",76634,7032635507,1350,"apartment",1144,3,2,0,0,1,0,0,"fl","Florida",55462,"R",21477737,65758,326.6179,1.05,1,53.8,15.4
"9",85410,7037221280,859,"apartment",1224,3,2,1,1,1,0,0,"fl","Florida",55462,"R",21477737,65758,326.6179,1.05,1,53.8,15.4
"10",242107,7041949587,1480,"apartment",967,1,1,1,1,0,0,0,"nj","New Jersey",81740,"D",8882190,8723,1018.249,2.31,0,54.8,12.8
"11",268304,7049232875,1125,"apartment",676,1,1,1,1,0,0,0,"oh","Ohio",56111,"R",11659650,44826,260.1091,1.68,1,78.9,12.2
"12",346970,7046022468,810,"apartment",660,1,1,1,1,1,0,0,"tx","Texas",60629,"R",28295273,268596,105.3451,2.06,1,41.9,11.8
"13",169399,7048930835,1400,"apartment",480,1,1,1,1,0,1,0,"me","Maine",55602,"D",1344212,35380,37.99356,1.43,0,93.4,1.2
"14",67981,7035077842,985,"apartment",400,0,1,1,1,1,0,0,"ct","Connecticut",76348,"D",3565287,5543,643.2053,2,0,66.7,9.9
"15",148502,7033583771,825,"apartment",900,2,1,1,1,1,1,0,"ia","Iowa",59995,"R",3155070,56273,56.06721,1.43,0,85.9,3.3
"16",226218,7049261780,907,"apartment",792,1,1,1,1,1,0,0,"nc","North Carolina",53855,"D",10488084,53819,194.877,0.78,1,63,21.2
"17",356490,7050830970,1160,"apartment",1200,2,2,1,1,1,0,0,"ut","Utah",71414,"R",3101042,84897,36.52711,0.65,1,78.3,1.2
"18",46397,7049985434,4845,"apartment",1690,3,2,1,1,0,0,0,"ca","California",75277,"D",39512223,163695,241.3770915,0.77,1,37,5.5
"19",290038,7035430925,1025,"apartment",900,1,1,0,0,1,0,0,"pa","Pennslyvania",60905,"D",12787641,46054,277.6662,1.89,1,76.4,10.7
"20",104347,7036004214,1365,"apartment",1100,2,2,1,1,1,0,0,"fl","Florida",55462,"R",21477737,65758,326.6179,1.05,1,53.8,15.4
"21",339998,7045754628,650,"apartment",400,1,1,1,1,1,0,0,"tx","Texas",60629,"R",28295273,268596,105.3451,2.06,1,41.9,11.8
"22",321725,7048455518,1345,"apartment",1330,3,2,1,1,0,0,0,"tn","Tennessee",52375,"R",6708799,42144,159.1875,0.54,1,73.9,16.6
"23",13183,7049702491,1323,"apartment",918,2,2,1,1,1,0,0,"az","Arizona",59246,"R",7278717,113990,63.85399596,0.68,1,54.7,4.1
"24",246805,7043339734,675,"apartment",650,1,1,0,0,0,0,0,"ny","New York",67844,"D",19453561,54555,356.5862,1.88,0,55.1,14.3
"25",208537,7026950434,840,"apartment",1248,3,2,0,0,1,0,0,"ms","Mississippi",44717,"R",2976149,48432,61.45005,0.86,1,56.6,37.9
"26",278412,7047511201,565,"apartment",650,1,1,0,0,1,0,0,"ok","Oklahoma",51924,"R",3931316,69899,56.24281,0.89,1,65.6,7.2
"27",194386,7035717659,755,"apartment",850,3,2,1,1,0,1,0,"mi","Michigan",56697,"D",9986857,96714,103.2618,1.52,0,75,13.6
"28",370432,7049027380,1350,"apartment",1344,2,1,0,0,0,0,0,"wa","Washington",74073,"D",7423362,71298,104.1174,0.88,0,68.6,3.5
"29",331794,7045458523,569,"apartment",650,1,1,1,1,1,0,0,"tx","Texas",60629,"R",28295273,268596,105.3451,2.06,1,41.9,11.8
"30",21014,7043039152,1320,"apartment",932,2,2,0,0,1,0,0,"ca","California",75277,"D",39512223,163695,241.3770915,0.77,1,37,5.5
"31",355133,7041509935,1087,"apartment",689,1,1,0,0,1,0,0,"ut","Utah",71414,"R",3101042,84897,36.52711,0.65,1,78.3,1.2
"32",95914,7049827221,2400,"apartment",924,2,2,0,0,1,0,1,"fl","Florida",55462,"R",21477737,65758,326.6179,1.05,1,53.8,15.4
"33",366772,7048224874,1310,"apartment",1063,1,1.5,1,1,0,1,1,"va","Virginia",72577,"D",8463587,42775,197.8629,0.99,1,61.7,18.8
"34",332279,7023337758,644,"apartment",660,1,1,1,1,1,0,0,"tx","Texas",60629,"R",28295273,268596,105.3451,2.06,1,41.9,11.8
"35",168425,7047159032,850,"apartment",1000,2,1,0,0,0,0,0,"la","Louisiana",47905,"D",4648794,52378,88.75471,0.71,1,58.5,32.1
"36",210489,7049067893,695,"apartment",671,1,1,1,1,1,0,0,"mo","Missouri",54478,"R",6137428,69707,88.04608,1.11,1,79.4,11.4
"37",98662,7030348458,1604,"apartment",1154,2,2,0,0,1,0,0,"fl","Florida",55462,"R",21477737,65758,326.6179,1.05,1,53.8,15.4
"38",80078,7032845274,890,"apartment",865,2,1,0,0,1,0,0,"fl","Florida",55462,"R",21477737,65758,326.6179,1.05,1,53.8,15.4
"39",328669,7026803988,595,"apartment",995,1,1.5,1,1,0,0,0,"tx","Texas",60629,"R",28295273,268596,105.3451,2.06,1,41.9,11.8
"40",42852,7049822980,2895,"apartment",1299,2,2,0,0,0,1,0,"ca","California",75277,"D",39512223,163695,241.3770915,0.77,1,37,5.5
"41",277384,7041166002,769,"apartment",950,2,2,1,1,1,0,0,"ok","Oklahoma",51924,"R",3931316,69899,56.24281,0.89,1,65.6,7.2
"42",337049,7043910214,1264,"apartment",1200,2,2,0,0,1,0,0,"tx","Texas",60629,"R",28295273,268596,105.3451,2.06,1,41.9,11.8
"43",3708,7027567974,500,"apartment",631,1,1,1,1,1,0,0,"al","Alabama",49861,"R",4903185,52420,93.53653186,0.48,1,65.5,26.7
"44",49906,7048718707,1600,"apartment",1084,2,2,1,1,0,0,0,"co","Colorado",71953,"D",5758736,104094,55.32245855,0.52,0,68.2,3.9
"45",255666,7041764423,1275,"apartment",717,2,1,1,1,0,0,0,"nh","New Hampshire",74991,"R",1359711,9349,145.4392,2.03,0,90.3,1.3
"46",19791,7039717273,819,"apartment",804,1,1,1,1,0,0,0,"ar","Arkansas",47062,"R",3017804,53179,56.74803964,0.67,1,72.3,15.2
"47",344200,7037883598,1575,"apartment",600,1,1,1,0,1,0,0,"tx","Texas",60629,"R",28295273,268596,105.3451,2.06,1,41.9,11.8
"48",62739,7040201654,1712,"apartment",896,1,1,0,0,1,0,0,"co","Colorado",71953,"D",5758736,104094,55.32246,0.52,0,68.2,3.9
"49",44579,7049583740,2900,"apartment",25,1,0,1,1,0,0,1,"ca","California",75277,"D",39512223,163695,241.3770915,0.77,1,37,5.5
"50",127056,7022399687,3200,"apartment",1569,4,4,0,0,0,0,1,"il","Illinois",65030,"D",12671821,57914,218.8041,2.13,0,61.2,14
"51",183264,7035828432,1365,"apartment",860,1,1,1,1,1,0,0,"mi","Michigan",56697,"D",9986857,96714,103.2618,1.52,0,75,13.6
"52",329098,7048546296,959,"apartment",956,2,1.5,1,1,1,0,0,"tx","Texas",60629,"R",28295273,268596,105.3451,2.06,1,41.9,11.8
"53",162282,7050845950,763,"apartment",864,2,1,1,1,1,0,0,"la","Louisiana",47905,"D",4648794,52378,88.75471,0.71,1,58.5,32.1
"54",215910,7049918401,1195,"apartment",1079,2,2,1,1,1,0,0,"nc","North Carolina",53855,"D",10488084,53819,194.877,0.78,1,63,21.2
"55",348223,7034091841,900,"apartment",510,1,1,0,0,1,0,0,"tx","Texas",60629,"R",28295273,268596,105.3451,2.06,1,41.9,11.8
"56",39156,7046518693,1349,"apartment",766,1,1,1,1,0,0,0,"ca","California",75277,"D",39512223,163695,241.3770915,0.77,1,37,5.5
"57",36781,7033678884,1325,"apartment",676,1,1,1,1,1,0,0,"ca","California",75277,"D",39512223,163695,241.3770915,0.77,1,37,5.5
"58",287811,7035789471,660,"apartment",600,1,1,0,0,1,0,0,"pa","Pennslyvania",60905,"D",12787641,46054,277.6662,1.89,1,76.4,10.7
"59",234192,7051214928,1169,"apartment",983,2,2,0,0,1,0,0,"nv","Nevada",58646,"D",3080156,110572,27.85656,0.64,1,48.8,8.9
"60",61944,7032278501,1650,"apartment",1046,2,2,1,1,1,0,0,"co","Colorado",71953,"D",5758736,104094,55.32246,0.52,0,68.2,3.9
"61",12645,7049892051,980,"apartment",604,1,1,1,1,1,0,0,"az","Arizona",59246,"R",7278717,113990,63.85399596,0.68,1,54.7,4.1
"62",318593,7048356040,410,"apartment",650,2,1,0,0,1,0,0,"tn","Tennessee",52375,"R",6708799,42144,159.1875,0.54,1,73.9,16.6
"63",11054,7040820325,1880,"apartment",1153,3,2,1,1,1,0,0,"az","Arizona",59246,"R",7278717,113990,63.85399596,0.68,1,54.7,4.1
"64",83961,7041278899,915,"apartment",642,1,1,1,1,1,0,0,"fl","Florida",55462,"R",21477737,65758,326.6179,1.05,1,53.8,15.4
"65",231011,7035996131,795,"apartment",1248,3,2,1,1,1,0,0,"nc","North Carolina",53855,"D",10488084,53819,194.877,0.78,1,63,21.2
"66",141155,7032859195,515,"apartment",900,1,1,1,0,0,0,0,"in","Indiana",55746,"R",6732219,36420,184.8495,0.94,1,79.2,9.2
"67",260259,7037761799,510,"apartment",300,1,1,0,0,1,0,1,"nd","North Dakota",63837,"R",754942,70698,10.67841,1.11,0,84.4,3
"68",248314,7037196664,925,"apartment",750,1,1,1,1,1,0,0,"ny","New York",67844,"D",19453561,54555,356.5862,1.88,0,55.1,14.3
"69",42338,7049959546,2911,"apartment",985,2,2,1,0,1,0,0,"ca","California",75277,"D",39512223,163695,241.3770915,0.77,1,37,5.5
"70",35877,7049318043,1485,"apartment",710,1,1,1,1,1,0,0,"ca","California",75277,"D",39512223,163695,241.3770915,0.77,1,37,5.5
"71",294002,7046422987,1059,"apartment",655,1,1,0,0,1,0,0,"pa","Pennslyvania",60905,"D",12787641,46054,277.6662,1.89,1,76.4,10.7
"72",83963,7026006238,649,"apartment",280,1,1,0,1,1,0,1,"fl","Florida",55462,"R",21477737,65758,326.6179,1.05,1,53.8,15.4
"73",39853,7049827323,1350,"apartment",688,1,1,1,1,1,0,0,"ca","California",75277,"D",39512223,163695,241.3770915,0.77,1,37,5.5
"74",37103,7025250650,1550,"apartment",687,1,1,1,1,1,0,0,"ca","California",75277,"D",39512223,163695,241.3770915,0.77,1,37,5.5
"75",262883,7040192184,755,"apartment",670,1,1,1,1,1,0,0,"oh","Ohio",56111,"R",11659650,44826,260.1091,1.68,1,78.9,12.2
"76",374768,7051150519,1235,"apartment",860,2,1,1,1,0,0,0,"wa","Washington",74073,"D",7423362,71298,104.1174,0.88,0,68.6,3.5
"77",28605,7050027736,3500,"apartment",1280,2,2.5,1,1,1,0,0,"ca","California",75277,"D",39512223,163695,241.3770915,0.77,1,37,5.5
"78",237613,7049119509,1932,"apartment",825,1,1,0,0,1,0,0,"nj","New Jersey",81740,"D",8882190,8723,1018.249,2.31,0,54.8,12.8
"79",187589,7048901911,25,"apartment",768,1,1,0,0,1,0,0,"mi","Michigan",56697,"D",9986857,96714,103.2618,1.52,0,75,13.6
"80",25465,7024695854,850,"apartment",1217,3,2,0,0,1,0,0,"ca","California",75277,"D",39512223,163695,241.3770915,0.77,1,37,5.5
"81",108251,7049527609,700,"apartment",680,1,1,1,1,1,1,0,"ga","Georgia",58756,"R",10617423,59425,178.6693,0.86,1,52.6,31.1
"82",284407,7051018025,1259,"apartment",743,1,1,1,1,1,0,0,"or","Oregon",63426,"D",4143625,98379,42.119,1.02,1,75.6,1.8
"83",141054,7015975063,629,"apartment",549,1,1,0,0,1,0,0,"in","Indiana",55746,"R",6732219,36420,184.8495,0.94,1,79.2,9.2
"84",179661,7033038003,1400,"apartment",768,1,1,1,1,1,0,0,"ma","Massachusetts",79835,"R",6892503,10554,653.0702,1.21,0,71.5,7
"85",202760,7049078491,1175,"apartment",730,1,1,1,1,1,0,0,"mn","Minnesota",70315,"D",5639632,86936,64.87108,1.06,0,79.9,6.4
"86",37536,7036830949,1699,"apartment",1304,3,2,1,1,1,0,0,"ca","California",75277,"D",39512223,163695,241.3770915,0.77,1,37,5.5
"87",244982,7038453155,785,"apartment",669,1,1,1,1,1,0,0,"nm","New Mexico",47160,"D",2096829,121590,17.24508,0.97,0,37.4,1.8
"88",360129,7037992480,1118,"apartment",825,2,1,1,1,1,0,0,"va","Virginia",72577,"D",8463587,42775,197.8629,0.99,1,61.7,18.8
"89",16374,7048449975,1291,"apartment",910,1,1,1,1,1,0,0,"az","Arizona",59246,"R",7278717,113990,63.85399596,0.68,1,54.7,4.1
"90",90522,7023762244,1525,"apartment",1132,2,2,0,0,1,0,0,"fl","Florida",55462,"R",21477737,65758,326.6179,1.05,1,53.8,15.4
"91",174367,7045218657,745,"apartment",825,2,1,1,1,1,0,0,"md","Maryland",83242,"R",6045680,12406,487.319,1.05,0,50.7,29.4
"92",158835,7046441750,779,"apartment",950,2,2,1,1,1,0,0,"ky","Kentucky",50247,"D",4467673,40408,110.5641,0.74,1,84.6,8
"93",157545,7030702686,1027,"apartment",1200,3,2,1,1,1,0,0,"ky","Kentucky",50247,"D",4467673,40408,110.5641,0.74,1,84.6,8
"94",128235,7049233851,982,"apartment",878,2,1,1,1,1,0,0,"il","Illinois",65030,"D",12671821,57914,218.8041,2.13,0,61.2,14
"95",172282,7049704627,910,"apartment",910,2,2,0,0,1,0,0,"md","Maryland",83242,"R",6045680,12406,487.319,1.05,0,50.7,29.4
"96",372351,7036733245,1043,"apartment",897,2,1,1,1,0,0,0,"wa","Washington",74073,"D",7423362,71298,104.1174,0.88,0,68.6,3.5
"97",306536,7042090994,735,"apartment",650,1,1,1,1,1,0,0,"sc","South Carolina",52306,"R",5021268,32020,156.8166,0.63,1,63.6,26.8
"98",62476,7047425747,1405,"apartment",825,1,1,1,0,0,0,0,"co","Colorado",71953,"D",5758736,104094,55.32246,0.52,0,68.2,3.9
"99",168795,7028333083,929,"apartment",1325,2,2,1,1,1,0,0,"la","Louisiana",47905,"D",4648794,52378,88.75471,0.71,1,58.5,32.1
"100",253105,7043870654,1102,"apartment",796,1,1,1,1,1,0,0,"ny","New York",67844,"D",19453561,54555,356.5862,1.88,0,55.1,14.3
"101",352111,7040193273,555,"apartment",672,1,1,0,0,1,0,0,"tx","Texas",60629,"R",28295273,268596,105.3451,2.06,1,41.9,11.8
"102",107124,7048686503,1141,"apartment",750,1,1,0,0,1,0,0,"ga","Georgia",58756,"R",10617423,59425,178.6693,0.86,1,52.6,31.1
"103",345001,7029175330,925,"apartment",540,1,1,1,1,1,0,0,"tx","Texas",60629,"R",28295273,268596,105.3451,2.06,1,41.9,11.8
"104",344597,7033623267,995,"apartment",600,1,1,1,1,1,0,0,"tx","Texas",60629,"R",28295273,268596,105.3451,2.06,1,41.9,11.8
"105",237217,7050362271,2635,"apartment",1366,2,2,0,0,0,1,0,"nj","New Jersey",81740,"D",8882190,8723,1018.249,2.31,0,54.8,12.8
"106",265554,7049294055,675,"apartment",800,2,1,1,1,1,1,0,"oh","Ohio",56111,"R",11659650,44826,260.1091,1.68,1,78.9,12.2
"107",105640,7027419395,650,"apartment",1200,2,2,1,1,1,0,0,"ga","Georgia",58756,"R",10617423,59425,178.6693,0.86,1,52.6,31.1
"108",245973,7045160271,1315,"apartment",1195,2,2,0,0,1,0,0,"ny","New York",67844,"D",19453561,54555,356.5862,1.88,0,55.1,14.3
"109",171516,7032018031,1274,"apartment",815,1,1,1,1,1,0,0,"md","Maryland",83242,"R",6045680,12406,487.319,1.05,0,50.7,29.4
"110",69620,7049837340,2095,"apartment",1040,3,1.5,1,0,1,0,0,"dc","DC",85203,NA,705749,68,10378.66,0.64,0,36.5,45.3
"111",362164,7039585746,1318,"apartment",1085,2,2,1,1,1,0,0,"va","Virginia",72577,"D",8463587,42775,197.8629,0.99,1,61.7,18.8
"112",294196,7048292230,1195,"apartment",860,2,1,0,0,1,0,0,"pa","Pennslyvania",60905,"D",12787641,46054,277.6662,1.89,1,76.4,10.7
"113",129315,7045464118,689,"apartment",900,2,1,1,1,1,0,0,"il","Illinois",65030,"D",12671821,57914,218.8041,2.13,0,61.2,14
"114",373097,7026473457,1280,"apartment",1033,2,2,1,1,0,0,0,"wa","Washington",74073,"D",7423362,71298,104.1174,0.88,0,68.6,3.5
"115",335331,7041836313,850,"apartment",924,2,1,1,1,0,0,0,"tx","Texas",60629,"R",28295273,268596,105.3451,2.06,1,41.9,11.8
"116",156815,7050488335,1199,"apartment",1200,3,2,1,1,0,0,0,"ky","Kentucky",50247,"D",4467673,40408,110.5641,0.74,1,84.6,8
"117",257433,7043636696,985,"apartment",1050,2,2,0,0,0,0,0,"nd","North Dakota",63837,"R",754942,70698,10.67841,1.11,0,84.4,3
"118",91287,7045945647,796,"apartment",576,1,1,1,1,1,0,0,"fl","Florida",55462,"R",21477737,65758,326.6179,1.05,1,53.8,15.4
"119",32729,7044615497,1600,"apartment",650,1,1,1,1,1,0,0,"ca","California",75277,"D",39512223,163695,241.3770915,0.77,1,37,5.5
"120",31593,7040414487,1850,"apartment",1231,3,2,1,1,1,0,0,"ca","California",75277,"D",39512223,163695,241.3770915,0.77,1,37,5.5
"121",277122,7050876630,565,"apartment",650,1,1,0,0,1,0,0,"ok","Oklahoma",51924,"R",3931316,69899,56.24281,0.89,1,65.6,7.2
"122",251879,7041867045,0,"apartment",820,2,1,1,1,0,1,0,"ny","New York",67844,"D",19453561,54555,356.5862,1.88,0,55.1,14.3
"123",127944,7050815499,1575,"apartment",1100,2,1,1,0,1,0,0,"il","Illinois",65030,"D",12671821,57914,218.8041,2.13,0,61.2,14
"124",226239,7049252522,1161,"apartment",1150,2,1.5,1,1,1,0,0,"nc","North Carolina",53855,"D",10488084,53819,194.877,0.78,1,63,21.2
"125",358643,7045119493,975,"apartment",675,1,1,1,1,1,0,0,"ut","Utah",71414,"R",3101042,84897,36.52711,0.65,1,78.3,1.2
"126",148786,7039490138,635,"apartment",607,1,1,0,0,1,0,0,"ia","Iowa",59995,"R",3155070,56273,56.06721,1.43,0,85.9,3.3
"127",370558,7044939889,1475,"apartment",1016,2,1,1,0,1,0,0,"wa","Washington",74073,"D",7423362,71298,104.1174,0.88,0,68.6,3.5
"128",23201,7043007272,1825,"apartment",1326,3,2,1,1,1,0,0,"ca","California",75277,"D",39512223,163695,241.3770915,0.77,1,37,5.5
"129",31645,7039516676,1895,"apartment",1080,2,2,1,1,1,0,0,"ca","California",75277,"D",39512223,163695,241.3770915,0.77,1,37,5.5
"130",68853,7049971909,3024,"apartment",1105,1,2,1,1,0,1,0,"dc","DC",85203,NA,705749,68,10378.66,0.64,0,36.5,45.3
"131",260526,7047804968,745,"apartment",792,2,1,1,1,1,0,0,"oh","Ohio",56111,"R",11659650,44826,260.1091,1.68,1,78.9,12.2
"132",168118,7043661596,925,"apartment",830,2,1,1,1,1,0,0,"la","Louisiana",47905,"D",4648794,52378,88.75471,0.71,1,58.5,32.1
"133",36733,7025128987,1325,"apartment",676,1,1,1,1,1,0,0,"ca","California",75277,"D",39512223,163695,241.3770915,0.77,1,37,5.5
"134",384883,7042757000,750,"apartment",1061,3,1,0,0,1,0,0,"wy","Wyoming",61584,"R",578931,97813,5.918753,0.76,1,84,0.9
"135",341972,7025201152,859,"apartment",753,1,1,1,1,1,0,0,"tx","Texas",60629,"R",28295273,268596,105.3451,2.06,1,41.9,11.8
"136",310802,7025960323,535,"apartment",525,1,1,1,1,1,0,0,"sd","South Dakota",56274,"R",872868,77116,11.3189,1.38,1,82.3,1.9
"137",345590,7051116993,918,"apartment",932,2,2,1,1,1,0,0,"tx","Texas",60629,"R",28295273,268596,105.3451,2.06,1,41.9,11.8
"138",11418,7027071166,1400,"apartment",1005,2,2,1,1,1,0,0,"az","Arizona",59246,"R",7278717,113990,63.85399596,0.68,1,54.7,4.1
"139",173171,7049231423,1169,"apartment",1065,2,2,1,1,1,0,0,"md","Maryland",83242,"R",6045680,12406,487.319,1.05,0,50.7,29.4
"140",335149,7049803022,1830,"apartment",1177,2,2,0,0,1,0,0,"tx","Texas",60629,"R",28295273,268596,105.3451,2.06,1,41.9,11.8
"141",226916,7048382916,1016,"apartment",990,2,2,1,1,1,1,0,"nc","North Carolina",53855,"D",10488084,53819,194.877,0.78,1,63,21.2
"142",333354,7048409225,1450,"apartment",1134,2,2,1,1,1,0,0,"tx","Texas",60629,"R",28295273,268596,105.3451,2.06,1,41.9,11.8
"143",59334,7049947605,1734,"apartment",1078,2,2,1,1,0,0,0,"co","Colorado",71953,"D",5758736,104094,55.32246,0.52,0,68.2,3.9
"144",199479,7049448081,1119,"apartment",700,1,1,0,0,1,0,0,"mn","Minnesota",70315,"D",5639632,86936,64.87108,1.06,0,79.9,6.4
"145",52882,7049086803,1485,"apartment",1127,2,2,1,1,1,0,0,"ca","California",75277,"D",39512223,163695,241.3770915,0.77,1,37,5.5
"146",159917,7039717810,934,"apartment",1112,2,2,1,1,1,0,0,"ky","Kentucky",50247,"D",4467673,40408,110.5641,0.74,1,84.6,8
"147",77644,7043058147,1878,"apartment",1348,3,2,1,1,1,0,0,"fl","Florida",55462,"R",21477737,65758,326.6179,1.05,1,53.8,15.4
"148",370920,7049991387,970,"apartment",932,2,2,1,1,1,0,0,"wa","Washington",74073,"D",7423362,71298,104.1174,0.88,0,68.6,3.5
"149",140017,7028148545,1410,"apartment",974,2,2,0,0,0,0,0,"in","Indiana",55746,"R",6732219,36420,184.8495,0.94,1,79.2,9.2
"150",241086,7049020770,2020,"apartment",1454,3,2,0,0,1,0,0,"nj","New Jersey",81740,"D",8882190,8723,1018.249,2.31,0,54.8,12.8
"151",17682,7038487489,820,"apartment",960,2,2,1,1,1,0,0,"ar","Arkansas",47062,"R",3017804,53179,56.74803964,0.67,1,72.3,15.2
"152",332763,7035221521,975,"apartment",890,2,2,1,1,1,0,0,"tx","Texas",60629,"R",28295273,268596,105.3451,2.06,1,41.9,11.8
"153",197602,7012280512,595,"apartment",990,2,1,0,1,1,0,1,"mn","Minnesota",70315,"D",5639632,86936,64.87108,1.06,0,79.9,6.4
"154",319075,7029808452,1008,"apartment",1236,2,1,0,0,1,0,0,"tn","Tennessee",52375,"R",6708799,42144,159.1875,0.54,1,73.9,16.6
"155",113973,7044563333,700,"apartment",950,3,1,1,1,1,0,0,"ga","Georgia",58756,"R",10617423,59425,178.6693,0.86,1,52.6,31.1
"156",117846,7032175067,805,"apartment",792,1,1,1,1,1,0,0,"ga","Georgia",58756,"R",10617423,59425,178.6693,0.86,1,52.6,31.1
"157",255789,7043297850,1400,"apartment",900,3,1,1,1,1,0,0,"nh","New Hampshire",74991,"R",1359711,9349,145.4392,2.03,0,90.3,1.3
"158",59103,7048650231,1301,"apartment",820,2,1,0,0,1,0,0,"co","Colorado",71953,"D",5758736,104094,55.32246,0.52,0,68.2,3.9
"159",36129,7045486883,1540,"apartment",992,2,2,1,1,1,0,0,"ca","California",75277,"D",39512223,163695,241.3770915,0.77,1,37,5.5
"160",17222,7036157189,795,"apartment",675,2,2,1,1,0,0,0,"az","Arizona",59246,"R",7278717,113990,63.85399596,0.68,1,54.7,4.1
"161",376937,7035217903,1395,"apartment",980,2,1,1,1,0,0,0,"wa","Washington",74073,"D",7423362,71298,104.1174,0.88,0,68.6,3.5
"162",102586,7049114030,1265,"apartment",1028,2,2,1,1,1,0,0,"fl","Florida",55462,"R",21477737,65758,326.6179,1.05,1,53.8,15.4
"163",361548,7045467819,1359,"apartment",1063,2,2,1,1,0,1,0,"va","Virginia",72577,"D",8463587,42775,197.8629,0.99,1,61.7,18.8
"164",186168,7045380397,995,"apartment",1200,3,1.5,1,1,1,0,0,"mi","Michigan",56697,"D",9986857,96714,103.2618,1.52,0,75,13.6
"165",231972,7048996684,819,"apartment",857,2,1,1,1,1,1,0,"ne","Nebraska",59566,"R",1934408,77348,25.00915,1.5,1,79,4.5
"166",319533,7051145185,795,"apartment",330,1,1,1,1,1,0,0,"tn","Tennessee",52375,"R",6708799,42144,159.1875,0.54,1,73.9,16.6
"167",278301,7048299950,977,"apartment",1012,2,2,1,1,1,0,0,"ok","Oklahoma",51924,"R",3931316,69899,56.24281,0.89,1,65.6,7.2
"168",106400,7037114794,925,"apartment",988,2,2,1,1,1,0,0,"ga","Georgia",58756,"R",10617423,59425,178.6693,0.86,1,52.6,31.1
"169",149199,7050899010,940,"apartment",1200,2,1.5,0,0,1,0,0,"ks","Kansas",58218,"D",2913314,82278,35.40818,1.47,1,75.9,5.5
"170",111129,7020840967,730,"apartment",848,2,1,0,0,1,0,0,"ga","Georgia",58756,"R",10617423,59425,178.6693,0.86,1,52.6,31.1
"171",356087,7051209497,950,"apartment",700,1,1,1,1,1,0,0,"ut","Utah",71414,"R",3101042,84897,36.52711,0.65,1,78.3,1.2
"172",279777,7050901232,995,"apartment",856,2,1.5,0,0,0,0,0,"or","Oregon",63426,"D",4143625,98379,42.119,1.02,1,75.6,1.8
"173",110315,7043870605,660,"apartment",680,1,1,1,1,1,0,0,"ga","Georgia",58756,"R",10617423,59425,178.6693,0.86,1,52.6,31.1
"174",235864,7044574441,1040,"apartment",1100,3,2,0,0,1,0,0,"nv","Nevada",58646,"D",3080156,110572,27.85656,0.64,1,48.8,8.9
"175",343471,7046518205,2089,"apartment",1263,2,2,1,1,1,0,0,"tx","Texas",60629,"R",28295273,268596,105.3451,2.06,1,41.9,11.8
"176",384835,7049645650,1194,"apartment",1193,2,2,1,1,0,1,0,"wy","Wyoming",61584,"R",578931,97813,5.918753,0.76,1,84,0.9
"177",206649,7047352569,800,"apartment",1026,2,1.5,0,0,1,0,0,"ms","Mississippi",44717,"R",2976149,48432,61.45005,0.86,1,56.6,37.9
"178",4216,7020595616,615,"apartment",610,1,1,1,1,1,0,0,"al","Alabama",49861,"R",4903185,52420,93.53653186,0.48,1,65.5,26.7
"179",229951,7045805506,965,"apartment",1200,2,2,1,1,1,0,0,"nc","North Carolina",53855,"D",10488084,53819,194.877,0.78,1,63,21.2
"180",219534,7041530784,620,"apartment",650,1,1,1,1,1,0,0,"nc","North Carolina",53855,"D",10488084,53819,194.877,0.78,1,63,21.2
"181",177756,7048986489,1600,"apartment",1000,1,1,0,0,1,0,0,"ma","Massachusetts",79835,"R",6892503,10554,653.0702,1.21,0,71.5,7
"182",177217,7050157678,950,"apartment",952,3,1,0,0,0,0,0,"md","Maryland",83242,"R",6045680,12406,487.319,1.05,0,50.7,29.4
"183",370750,7051186951,1027,"apartment",824,1,1,1,1,0,0,0,"wa","Washington",74073,"D",7423362,71298,104.1174,0.88,0,68.6,3.5
"184",181189,7031562071,1940,"apartment",1300,2,2,1,1,0,1,0,"ma","Massachusetts",79835,"R",6892503,10554,653.0702,1.21,0,71.5,7
