"","X1","id","price","type","sqfeet","beds","baths","cats_allowed","dogs_allowed","smoking_allowed","wheelchair_access","comes_furnished","state","State Name","MedianIncome","Governor","Pop","LandArea(sqmi)","PopDensity","TaxRate","DeathPenalty","PctWhite","PctBlack"
"394",337543,7032888374,889,"apartment",661,1,1,1,1,1,0,0,"tx","Texas",60629,"R",28295273,268596,105.3451,2.06,1,41.9,11.8
"395",112837,7036654229,675,"apartment",50,2,1.5,1,1,0,0,0,"ga","Georgia",58756,"R",10617423,59425,178.6693,0.86,1,52.6,31.1
"396",285641,7045408584,825,"apartment",750,1,1,0,1,1,0,0,"or","Oregon",63426,"D",4143625,98379,42.119,1.02,1,75.6,1.8
"397",324538,7015409578,615,"apartment",569,1,1,1,1,0,0,0,"tx","Texas",60629,"R",28295273,268596,105.3451,2.06,1,41.9,11.8
"398",97213,7044592858,962,"apartment",920,2,2,1,1,1,0,0,"fl","Florida",55462,"R",21477737,65758,326.6179,1.05,1,53.8,15.4
"399",171044,7037572806,1598,"apartment",567,0,1,0,0,1,0,0,"md","Maryland",83242,"R",6045680,12406,487.319,1.05,0,50.7,29.4
"400",83067,7033279322,1355,"apartment",1119,2,2,0,0,1,0,0,"fl","Florida",55462,"R",21477737,65758,326.6179,1.05,1,53.8,15.4
"401",150484,7049084043,600,"apartment",480,0,1,1,1,1,0,0,"ks","Kansas",58218,"D",2913314,82278,35.40818,1.47,1,75.9,5.5
"402",383134,7049876230,1545,"apartment",1149,2,2,1,1,0,1,0,"wi","Wisconsin",60773,"D",5790186,65496,88.40519,1.61,0,81.2,6.3
"403",50829,7049171131,2140,"apartment",1006,2,2,1,1,1,0,0,"ca","California",75277,"D",39512223,163695,241.3770915,0.77,1,37,5.5
"404",19147,7045974554,859,"apartment",815,1,1,1,1,1,1,0,"ar","Arkansas",47062,"R",3017804,53179,56.74803964,0.67,1,72.3,15.2
"405",92458,7023986945,750,"apartment",800,1,1,1,1,1,0,0,"fl","Florida",55462,"R",21477737,65758,326.6179,1.05,1,53.8,15.4
"406",310602,7030814100,740,"apartment",960,2,1,0,0,1,0,0,"sd","South Dakota",56274,"R",872868,77116,11.3189,1.38,1,82.3,1.9
"407",135490,7030851669,775,"apartment",600,1,1,1,1,1,0,0,"in","Indiana",55746,"R",6732219,36420,184.8495,0.94,1,79.2,9.2
"408",371070,7046895635,1365,"apartment",1033,2,2,1,1,0,0,0,"wa","Washington",74073,"D",7423362,71298,104.1174,0.88,0,68.6,3.5
"409",168626,7041868029,532,"apartment",702,1,1,1,1,1,0,0,"la","Louisiana",47905,"D",4648794,52378,88.75471,0.71,1,58.5,32.1
"410",1637,7043901584,899,"apartment",933,2,1,1,1,1,0,0,"al","Alabama",49861,"R",4903185,52420,93.53653186,0.48,1,65.5,26.7
"411",136086,7040983090,739,"apartment",720,1,1,1,1,1,0,1,"in","Indiana",55746,"R",6732219,36420,184.8495,0.94,1,79.2,9.2
"412",135699,7049123103,680,"apartment",1079,2,2,1,1,1,0,0,"in","Indiana",55746,"R",6732219,36420,184.8495,0.94,1,79.2,9.2
"413",248067,7034679720,950,"apartment",1000,2,1,0,0,0,0,0,"ny","New York",67844,"D",19453561,54555,356.5862,1.88,0,55.1,14.3
"414",214992,7051045148,890,"apartment",950,2,2,1,1,1,0,0,"nc","North Carolina",53855,"D",10488084,53819,194.877,0.78,1,63,21.2
"415",153955,7038408264,635,"apartment",716,1,1,0,0,1,0,0,"ks","Kansas",58218,"D",2913314,82278,35.40818,1.47,1,75.9,5.5
"416",165828,7025106869,800,"apartment",974,2,2,1,1,0,0,0,"la","Louisiana",47905,"D",4648794,52378,88.75471,0.71,1,58.5,32.1
"417",67551,7043835922,1350,"apartment",900,2,1,1,1,1,0,0,"ct","Connecticut",76348,"D",3565287,5543,643.2053,2,0,66.7,9.9
"418",311027,7050799845,879,"apartment",727,1,1,1,1,1,0,0,"tn","Tennessee",52375,"R",6708799,42144,159.1875,0.54,1,73.9,16.6
"419",210332,7040093753,795,"apartment",837,2,1.5,1,1,1,0,0,"mo","Missouri",54478,"R",6137428,69707,88.04608,1.11,1,79.4,11.4
"420",67240,7048341247,1495,"apartment",775,1,1,0,0,1,0,0,"ct","Connecticut",76348,"D",3565287,5543,643.2053,2,0,66.7,9.9
"421",39089,7043494755,1202,"apartment",760,1,1,0,0,1,0,0,"ca","California",75277,"D",39512223,163695,241.3770915,0.77,1,37,5.5
"422",339162,7050850492,780,"apartment",666,1,1,0,0,1,0,0,"tx","Texas",60629,"R",28295273,268596,105.3451,2.06,1,41.9,11.8
"423",298059,7048637954,1731,"apartment",893,1,1,1,1,1,0,0,"ri","Rhode Island",64340,"D",1055673,1545,683.2835,1.64,0,72.1,5.4
"424",274402,7051043437,860,"apartment",852,2,2,1,1,1,0,0,"ok","Oklahoma",51924,"R",3931316,69899,56.24281,0.89,1,65.6,7.2
"425",224041,7037209513,675,"apartment",792,2,1,1,1,1,0,0,"nc","North Carolina",53855,"D",10488084,53819,194.877,0.78,1,63,21.2
"426",147921,7044616406,800,"apartment",518,1,1,1,1,0,1,0,"ia","Iowa",59995,"R",3155070,56273,56.06721,1.43,0,85.9,3.3
"427",105873,7046953975,1029,"apartment",1182,3,2,1,1,1,0,0,"ga","Georgia",58756,"R",10617423,59425,178.6693,0.86,1,52.6,31.1
"428",344793,7028067691,1090,"apartment",867,1,1,1,1,1,0,0,"tx","Texas",60629,"R",28295273,268596,105.3451,2.06,1,41.9,11.8
"429",266722,7044612489,860,"apartment",800,2,1,1,1,1,0,0,"oh","Ohio",56111,"R",11659650,44826,260.1091,1.68,1,78.9,12.2
"430",261477,7040650399,1029,"apartment",1256,4,2,1,1,1,1,0,"oh","Ohio",56111,"R",11659650,44826,260.1091,1.68,1,78.9,12.2
"431",9659,7025894845,1400,"apartment",1000,1,1,0,0,0,0,1,"ak","Alaska",74346,"R",731545,665384,1.099432809,0.96,0,60.6,2.9
"432",237097,7050832806,1710,"apartment",761,1,1,1,1,1,0,0,"nj","New Jersey",81740,"D",8882190,8723,1018.249,2.31,0,54.8,12.8
"433",127253,7037151637,570,"apartment",1185,3,1.5,1,1,1,0,0,"il","Illinois",65030,"D",12671821,57914,218.8041,2.13,0,61.2,14
"434",276355,7023941420,870,"apartment",733,1,1,1,1,1,0,0,"ok","Oklahoma",51924,"R",3931316,69899,56.24281,0.89,1,65.6,7.2
"435",65523,7024362066,930,"apartment",950,2,1.5,1,1,0,0,0,"ct","Connecticut",76348,"D",3565287,5543,643.2053,2,0,66.7,9.9
"436",215158,7049660560,940,"apartment",847,1,1,1,1,1,0,0,"nc","North Carolina",53855,"D",10488084,53819,194.877,0.78,1,63,21.2
"437",93311,7047357977,1243,"apartment",1076,3,2,1,1,1,0,0,"fl","Florida",55462,"R",21477737,65758,326.6179,1.05,1,53.8,15.4
"438",214350,7041827838,1240,"apartment",1279,2,2,1,1,1,0,0,"nc","North Carolina",53855,"D",10488084,53819,194.877,0.78,1,63,21.2
"439",375500,7051066949,1609,"apartment",1000,2,2,1,1,0,0,0,"wa","Washington",74073,"D",7423362,71298,104.1174,0.88,0,68.6,3.5
"440",384577,7050746804,945,"apartment",1067,2,2,1,1,0,0,0,"wi","Wisconsin",60773,"D",5790186,65496,88.40519,1.61,0,81.2,6.3
"441",276456,7030627029,385,"apartment",749,1,1,0,0,1,0,0,"ok","Oklahoma",51924,"R",3931316,69899,56.24281,0.89,1,65.6,7.2
"442",134861,7046775876,1175,"apartment",1072,3,2.5,1,1,1,0,0,"il","Illinois",65030,"D",12671821,57914,218.8041,2.13,0,61.2,14
"443",327243,7036077152,1350,"apartment",693,1,1,1,1,1,0,0,"tx","Texas",60629,"R",28295273,268596,105.3451,2.06,1,41.9,11.8
"444",346260,7050826892,914,"apartment",945,2,0,1,1,1,0,0,"tx","Texas",60629,"R",28295273,268596,105.3451,2.06,1,41.9,11.8
"445",97915,7040035292,850,"apartment",600,1,1,0,0,1,0,0,"fl","Florida",55462,"R",21477737,65758,326.6179,1.05,1,53.8,15.4
"446",41147,7049000541,1175,"apartment",824,2,1,1,1,1,0,0,"ca","California",75277,"D",39512223,163695,241.3770915,0.77,1,37,5.5
"447",344562,7034233920,2341,"apartment",1045,2,2,1,1,1,0,0,"tx","Texas",60629,"R",28295273,268596,105.3451,2.06,1,41.9,11.8
"448",23071,7048519567,1309,"apartment",818,1,1,0,0,0,0,0,"ca","California",75277,"D",39512223,163695,241.3770915,0.77,1,37,5.5
"449",296321,7035735563,1450,"apartment",970,2,1,1,1,1,0,0,"pa","Pennslyvania",60905,"D",12787641,46054,277.6662,1.89,1,76.4,10.7
"450",313974,7046764516,900,"apartment",1341,3,2,0,0,1,0,0,"tn","Tennessee",52375,"R",6708799,42144,159.1875,0.54,1,73.9,16.6
"451",133055,7041274710,940,"apartment",475,0,1,0,0,1,0,0,"il","Illinois",65030,"D",12671821,57914,218.8041,2.13,0,61.2,14
"452",284001,7047452361,1699,"apartment",580,1,1,1,1,0,1,0,"or","Oregon",63426,"D",4143625,98379,42.119,1.02,1,75.6,1.8
"453",254682,7031045165,1050,"apartment",900,2,1.5,0,0,1,0,0,"ny","New York",67844,"D",19453561,54555,356.5862,1.88,0,55.1,14.3
"454",34095,7046237503,1400,"apartment",500,1,1,0,0,0,0,0,"ca","California",75277,"D",39512223,163695,241.3770915,0.77,1,37,5.5
"455",346067,7050856938,750,"apartment",750,1,1,0,0,1,0,0,"tx","Texas",60629,"R",28295273,268596,105.3451,2.06,1,41.9,11.8
"456",342861,7051060171,1263,"apartment",712,1,1,0,0,1,0,0,"tx","Texas",60629,"R",28295273,268596,105.3451,2.06,1,41.9,11.8
"457",105159,7039976770,525,"apartment",750,1,1,1,1,1,1,0,"ga","Georgia",58756,"R",10617423,59425,178.6693,0.86,1,52.6,31.1
"458",316848,7043529713,900,"apartment",1000,2,1.5,1,1,1,0,0,"tn","Tennessee",52375,"R",6708799,42144,159.1875,0.54,1,73.9,16.6
"459",176489,7024947228,1341,"apartment",805,2,1.5,1,1,1,0,0,"md","Maryland",83242,"R",6045680,12406,487.319,1.05,0,50.7,29.4
"460",161388,7041293816,572,"apartment",700,1,1,1,1,1,0,0,"ky","Kentucky",50247,"D",4467673,40408,110.5641,0.74,1,84.6,8
"461",375570,7051051029,937,"apartment",428,0,1,1,1,0,0,0,"wa","Washington",74073,"D",7423362,71298,104.1174,0.88,0,68.6,3.5
"462",373942,7051228882,1478,"apartment",850,2,1,1,1,1,0,0,"wa","Washington",74073,"D",7423362,71298,104.1174,0.88,0,68.6,3.5
"463",281005,7048736879,1039,"apartment",1039,2,2,1,1,0,0,0,"or","Oregon",63426,"D",4143625,98379,42.119,1.02,1,75.6,1.8
"464",253409,7040717898,844,"apartment",849,1,1,1,1,0,0,0,"ny","New York",67844,"D",19453561,54555,356.5862,1.88,0,55.1,14.3
"465",351573,7044849422,899,"apartment",800,2,2,1,1,1,0,0,"tx","Texas",60629,"R",28295273,268596,105.3451,2.06,1,41.9,11.8
"466",334043,7035861707,2060,"apartment",1118,2,2,1,1,1,0,0,"tx","Texas",60629,"R",28295273,268596,105.3451,2.06,1,41.9,11.8
"467",178059,7046420483,4547,"apartment",1300,3,2,1,1,0,0,0,"ma","Massachusetts",79835,"R",6892503,10554,653.0702,1.21,0,71.5,7
"468",33804,7049986926,1656,"apartment",707,1,1,1,1,1,0,0,"ca","California",75277,"D",39512223,163695,241.3770915,0.77,1,37,5.5
"469",63579,7042688543,1076,"apartment",690,1,1,1,1,1,0,0,"co","Colorado",71953,"D",5758736,104094,55.32246,0.52,0,68.2,3.9
"470",100033,7046711724,521,"apartment",595,1,1,1,1,1,0,0,"ga","Georgia",58756,"R",10617423,59425,178.6693,0.86,1,52.6,31.1
"471",294492,7048912359,1660,"apartment",990,3,1,0,0,1,0,0,"pa","Pennslyvania",60905,"D",12787641,46054,277.6662,1.89,1,76.4,10.7
"472",162294,7047321847,520,"apartment",865,3,3,0,1,1,0,0,"la","Louisiana",47905,"D",4648794,52378,88.75471,0.71,1,58.5,32.1
"473",3218,7046900022,980,"apartment",768,1,1,1,1,0,0,0,"al","Alabama",49861,"R",4903185,52420,93.53653186,0.48,1,65.5,26.7
"474",89588,7038428374,1349,"apartment",1096,2,2,1,1,0,0,1,"fl","Florida",55462,"R",21477737,65758,326.6179,1.05,1,53.8,15.4
"475",310930,7051150661,809,"apartment",630,1,1,1,1,1,0,0,"tn","Tennessee",52375,"R",6708799,42144,159.1875,0.54,1,73.9,16.6
"476",243735,7049127314,977,"apartment",1008,2,2,1,1,1,0,0,"nm","New Mexico",47160,"D",2096829,121590,17.24508,0.97,0,37.4,1.8
"477",74286,7042089432,1333,"apartment",1000,2,2,1,1,1,0,0,"fl","Florida",55462,"R",21477737,65758,326.6179,1.05,1,53.8,15.4
"478",122477,7032739817,520,"apartment",900,2,1,0,0,0,0,0,"id","Idaho",55583,"R",1787065,83569,21.38431,1.02,1,82,0.6
"479",371214,7048530626,1200,"apartment",500,1,1,1,1,0,1,1,"wa","Washington",74073,"D",7423362,71298,104.1174,0.88,0,68.6,3.5
"480",57517,7046025674,1204,"apartment",904,1,1,1,1,1,0,0,"co","Colorado",71953,"D",5758736,104094,55.32246,0.52,0,68.2,3.9
"481",379375,7046781636,750,"apartment",710,1,1,1,1,1,0,0,"wi","Wisconsin",60773,"D",5790186,65496,88.40519,1.61,0,81.2,6.3
"482",372765,7020286295,1380,"apartment",1028,2,1,1,1,0,0,0,"wa","Washington",74073,"D",7423362,71298,104.1174,0.88,0,68.6,3.5
"483",29362,7049994950,2650,"apartment",1200,2,2,1,1,1,0,0,"ca","California",75277,"D",39512223,163695,241.3770915,0.77,1,37,5.5
"484",94345,7041660015,1800,"apartment",2300,2,1,0,0,0,0,0,"fl","Florida",55462,"R",21477737,65758,326.6179,1.05,1,53.8,15.4
"485",11613,7047111665,849,"apartment",792,2,1,1,1,1,1,0,"az","Arizona",59246,"R",7278717,113990,63.85399596,0.68,1,54.7,4.1
"486",282768,7050607251,1275,"apartment",972,0,1,0,1,0,0,0,"or","Oregon",63426,"D",4143625,98379,42.119,1.02,1,75.6,1.8
"487",278434,7047514317,565,"apartment",750,1,1,0,0,1,0,0,"ok","Oklahoma",51924,"R",3931316,69899,56.24281,0.89,1,65.6,7.2
"488",118251,7035313209,960,"apartment",612,1,1,1,1,1,0,1,"ga","Georgia",58756,"R",10617423,59425,178.6693,0.86,1,52.6,31.1
"489",40647,7049209698,1449,"apartment",772,1,1,1,1,1,0,0,"ca","California",75277,"D",39512223,163695,241.3770915,0.77,1,37,5.5
"490",174499,7048545231,1357,"apartment",1000,2,1,0,0,1,0,0,"md","Maryland",83242,"R",6045680,12406,487.319,1.05,0,50.7,29.4
"491",62911,7045413508,1285,"apartment",798,2,1,1,1,1,0,0,"co","Colorado",71953,"D",5758736,104094,55.32246,0.52,0,68.2,3.9
"492",209740,7043390465,375,"apartment",1115,4,2,1,1,1,0,1,"mo","Missouri",54478,"R",6137428,69707,88.04608,1.11,1,79.4,11.4
"493",275977,7048683873,749,"apartment",857,2,2,1,1,1,0,0,"ok","Oklahoma",51924,"R",3931316,69899,56.24281,0.89,1,65.6,7.2
"494",297469,7050996973,700,"apartment",650,1,1,1,1,1,0,0,"ri","Rhode Island",64340,"D",1055673,1545,683.2835,1.64,0,72.1,5.4
"495",315942,7047338917,919,"apartment",908,2,1,1,1,1,0,0,"tn","Tennessee",52375,"R",6708799,42144,159.1875,0.54,1,73.9,16.6
"496",58432,7042700520,1565,"apartment",1112,2,2,1,1,1,0,0,"co","Colorado",71953,"D",5758736,104094,55.32246,0.52,0,68.2,3.9
"497",53759,7047491811,1454,"apartment",767,1,1,0,0,1,0,0,"co","Colorado",71953,"D",5758736,104094,55.32246,0.52,0,68.2,3.9
"498",171715,7027613720,1923,"apartment",1152,3,2,1,1,1,0,0,"md","Maryland",83242,"R",6045680,12406,487.319,1.05,0,50.7,29.4
"499",74477,7041273193,1339,"apartment",1221,2,2,1,1,1,0,0,"fl","Florida",55462,"R",21477737,65758,326.6179,1.05,1,53.8,15.4
"500",339935,7046762274,1099,"apartment",1100,2,2,0,0,1,0,0,"tx","Texas",60629,"R",28295273,268596,105.3451,2.06,1,41.9,11.8
"501",360221,7036054989,748,"apartment",768,2,1,1,1,1,0,0,"va","Virginia",72577,"D",8463587,42775,197.8629,0.99,1,61.7,18.8
"502",317472,7049261071,755,"apartment",950,2,2,1,1,1,0,0,"tn","Tennessee",52375,"R",6708799,42144,159.1875,0.54,1,73.9,16.6
"503",167532,7030629302,827,"apartment",950,2,2,1,1,1,0,0,"la","Louisiana",47905,"D",4648794,52378,88.75471,0.71,1,58.5,32.1
"504",299572,7050731876,1030,"apartment",659,1,1,1,1,1,0,0,"sc","South Carolina",52306,"R",5021268,32020,156.8166,0.63,1,63.6,26.8
"505",154191,7028007834,595,"apartment",750,2,1,1,1,0,0,0,"ks","Kansas",58218,"D",2913314,82278,35.40818,1.47,1,75.9,5.5
"506",224027,7037339363,570,"apartment",594,1,1,1,1,1,0,0,"nc","North Carolina",53855,"D",10488084,53819,194.877,0.78,1,63,21.2
"507",340851,7050893486,1235,"apartment",1313,3,2,1,1,0,0,0,"tx","Texas",60629,"R",28295273,268596,105.3451,2.06,1,41.9,11.8
"508",41038,7039536813,2320,"apartment",2377,4,3,1,1,1,0,0,"ca","California",75277,"D",39512223,163695,241.3770915,0.77,1,37,5.5
"509",323474,7026753730,739,"apartment",757,1,1,1,1,1,0,0,"tx","Texas",60629,"R",28295273,268596,105.3451,2.06,1,41.9,11.8
"510",84319,7035766441,1000,"apartment",910,1,1,0,0,1,0,0,"fl","Florida",55462,"R",21477737,65758,326.6179,1.05,1,53.8,15.4
"511",45692,7050034587,2379,"apartment",896,2,2,1,1,0,0,0,"ca","California",75277,"D",39512223,163695,241.3770915,0.77,1,37,5.5
"512",117786,7027547195,979,"apartment",779,1,1,1,1,1,0,0,"ga","Georgia",58756,"R",10617423,59425,178.6693,0.86,1,52.6,31.1
"513",276366,7023358362,600,"apartment",520,1,1,0,0,0,0,1,"ok","Oklahoma",51924,"R",3931316,69899,56.24281,0.89,1,65.6,7.2
"514",58721,7036686390,1365,"apartment",573,0,1,1,1,0,0,0,"co","Colorado",71953,"D",5758736,104094,55.32246,0.52,0,68.2,3.9
"515",345742,7051050617,765,"apartment",675,1,1,1,1,1,0,0,"tx","Texas",60629,"R",28295273,268596,105.3451,2.06,1,41.9,11.8
"516",89304,7047518158,1726,"apartment",1408,3,2,1,1,1,0,0,"fl","Florida",55462,"R",21477737,65758,326.6179,1.05,1,53.8,15.4
"517",302320,7049083563,750,"apartment",685,1,1,1,1,1,1,0,"sc","South Carolina",52306,"R",5021268,32020,156.8166,0.63,1,63.6,26.8
"518",317348,7040354548,879,"apartment",875,2,1,1,1,1,1,0,"tn","Tennessee",52375,"R",6708799,42144,159.1875,0.54,1,73.9,16.6
"519",284162,7051058212,1193,"apartment",743,1,1,1,1,1,0,0,"or","Oregon",63426,"D",4143625,98379,42.119,1.02,1,75.6,1.8
"520",158137,7049302031,990,"apartment",1024,2,2,0,0,1,0,0,"ky","Kentucky",50247,"D",4467673,40408,110.5641,0.74,1,84.6,8
"521",282944,7051197999,1605,"apartment",985,3,2,1,1,0,0,0,"or","Oregon",63426,"D",4143625,98379,42.119,1.02,1,75.6,1.8
"522",117124,7039993502,999,"apartment",1079,2,2,1,1,1,0,0,"ga","Georgia",58756,"R",10617423,59425,178.6693,0.86,1,52.6,31.1
"523",307823,7049617807,1290,"apartment",1357,3,2,1,1,1,0,0,"sc","South Carolina",52306,"R",5021268,32020,156.8166,0.63,1,63.6,26.8
"524",356135,7051170281,935,"apartment",825,2,1,1,1,1,0,0,"ut","Utah",71414,"R",3101042,84897,36.52711,0.65,1,78.3,1.2
"525",23319,7047609020,1365,"apartment",918,2,1,1,1,1,0,0,"ca","California",75277,"D",39512223,163695,241.3770915,0.77,1,37,5.5
"526",183683,7040223609,1550,"apartment",1100,2,2,1,1,1,0,0,"mi","Michigan",56697,"D",9986857,96714,103.2618,1.52,0,75,13.6
"527",89995,7037229466,1245,"apartment",1050,1,1,1,1,1,0,0,"fl","Florida",55462,"R",21477737,65758,326.6179,1.05,1,53.8,15.4
"528",371723,7043704453,995,"apartment",710,2,1,1,1,0,0,0,"wa","Washington",74073,"D",7423362,71298,104.1174,0.88,0,68.6,3.5
"529",277529,7045806018,629,"apartment",672,1,1,1,1,1,0,0,"ok","Oklahoma",51924,"R",3931316,69899,56.24281,0.89,1,65.6,7.2
"530",315200,7050436041,929,"apartment",1132,2,1,0,1,1,0,0,"tn","Tennessee",52375,"R",6708799,42144,159.1875,0.54,1,73.9,16.6
"531",273960,7032076522,500,"apartment",448,1,1,1,1,1,0,0,"ok","Oklahoma",51924,"R",3931316,69899,56.24281,0.89,1,65.6,7.2
"532",98907,7027470869,925,"apartment",988,2,2,1,1,1,0,0,"fl","Florida",55462,"R",21477737,65758,326.6179,1.05,1,53.8,15.4
"533",304049,7033345064,1230,"apartment",1125,2,2,1,1,1,0,0,"sc","South Carolina",52306,"R",5021268,32020,156.8166,0.63,1,63.6,26.8
"534",299150,7041440521,2950,"apartment",750,2,2,1,1,0,1,1,"ri","Rhode Island",64340,"D",1055673,1545,683.2835,1.64,0,72.1,5.4
"535",309708,7049248873,836,"apartment",1063,3,2,1,1,0,1,0,"sd","South Dakota",56274,"R",872868,77116,11.3189,1.38,1,82.3,1.9
"536",193775,7040751096,675,"apartment",610,1,1,1,1,1,0,0,"mi","Michigan",56697,"D",9986857,96714,103.2618,1.52,0,75,13.6
"537",364273,7037109400,0,"apartment",990,2,1,1,1,0,0,0,"va","Virginia",72577,"D",8463587,42775,197.8629,0.99,1,61.7,18.8
"538",171768,7027082227,1649,"apartment",1050,2,1.5,1,1,1,0,0,"md","Maryland",83242,"R",6045680,12406,487.319,1.05,0,50.7,29.4
"539",156044,7043131694,660,"apartment",915,2,1,1,1,0,0,0,"ks","Kansas",58218,"D",2913314,82278,35.40818,1.47,1,75.9,5.5
"540",40504,7049280554,1125,"apartment",650,1,1,1,1,1,0,0,"ca","California",75277,"D",39512223,163695,241.3770915,0.77,1,37,5.5
"541",222952,7036546415,750,"apartment",1280,2,1.5,1,1,1,0,0,"nc","North Carolina",53855,"D",10488084,53819,194.877,0.78,1,63,21.2
"542",201962,7032734976,745,"apartment",875,2,1,1,1,1,0,0,"mn","Minnesota",70315,"D",5639632,86936,64.87108,1.06,0,79.9,6.4
"543",40165,7045513717,1745,"apartment",847,2,1,1,1,1,0,0,"ca","California",75277,"D",39512223,163695,241.3770915,0.77,1,37,5.5
"544",111873,7035188011,1295,"apartment",1196,2,2.5,1,1,1,0,0,"ga","Georgia",58756,"R",10617423,59425,178.6693,0.86,1,52.6,31.1
"545",11897,7010921364,899,"apartment",976,2,2,1,1,1,0,0,"az","Arizona",59246,"R",7278717,113990,63.85399596,0.68,1,54.7,4.1
"546",28287,7047499805,1975,"apartment",1056,2,2.5,1,1,0,0,0,"ca","California",75277,"D",39512223,163695,241.3770915,0.77,1,37,5.5
"547",374476,7050989636,1725,"apartment",1204,3,2,1,1,0,0,0,"wa","Washington",74073,"D",7423362,71298,104.1174,0.88,0,68.6,3.5
"548",197340,7044657621,1050,"apartment",970,3,2,1,1,1,0,0,"mn","Minnesota",70315,"D",5639632,86936,64.87108,1.06,0,79.9,6.4
"549",160764,7050299401,929,"apartment",1050,2,2,1,1,1,0,0,"ky","Kentucky",50247,"D",4467673,40408,110.5641,0.74,1,84.6,8
"550",343245,7048635220,1635,"apartment",1228,2,1.5,1,1,1,0,0,"tx","Texas",60629,"R",28295273,268596,105.3451,2.06,1,41.9,11.8
"551",206561,7048269476,800,"apartment",1026,2,1.5,0,0,1,0,0,"ms","Mississippi",44717,"R",2976149,48432,61.45005,0.86,1,56.6,37.9
"552",51196,7047667114,2567,"apartment",1201,3,2,1,1,0,1,0,"ca","California",75277,"D",39512223,163695,241.3770915,0.77,1,37,5.5
"553",229348,7047510390,795,"apartment",1248,3,2,1,1,1,0,0,"nc","North Carolina",53855,"D",10488084,53819,194.877,0.78,1,63,21.2
"554",316332,7045514165,1049,"apartment",1132,2,1,0,1,1,0,0,"tn","Tennessee",52375,"R",6708799,42144,159.1875,0.54,1,73.9,16.6
"555",375166,7051110807,1854,"apartment",878,2,1,1,1,1,0,0,"wa","Washington",74073,"D",7423362,71298,104.1174,0.88,0,68.6,3.5
"556",95704,7049894426,2500,"apartment",1387,2,2,1,1,1,0,0,"fl","Florida",55462,"R",21477737,65758,326.6179,1.05,1,53.8,15.4
"557",32846,7040975417,1690,"apartment",750,1,1,1,1,0,0,0,"ca","California",75277,"D",39512223,163695,241.3770915,0.77,1,37,5.5
"558",249555,7034311351,1350,"apartment",1150,2,1,0,0,0,0,0,"ny","New York",67844,"D",19453561,54555,356.5862,1.88,0,55.1,14.3
"559",271612,7048248714,410,"apartment",874,2,1,0,1,1,0,0,"oh","Ohio",56111,"R",11659650,44826,260.1091,1.68,1,78.9,12.2
"560",124504,7045179571,995,"apartment",843,2,1,1,0,1,0,0,"id","Idaho",55583,"R",1787065,83569,21.38431,1.02,1,82,0.6
"561",144261,7040880880,1072,"apartment",947,2,2,1,1,1,1,0,"ia","Iowa",59995,"R",3155070,56273,56.06721,1.43,0,85.9,3.3
"562",306449,7042551681,940,"apartment",1048,2,2,1,1,1,0,0,"sc","South Carolina",52306,"R",5021268,32020,156.8166,0.63,1,63.6,26.8
"563",208093,7031994692,939,"apartment",1197,2,2,1,1,1,0,0,"ms","Mississippi",44717,"R",2976149,48432,61.45005,0.86,1,56.6,37.9
"564",183723,7040752723,475,"apartment",500,1,1,0,0,0,0,0,"mi","Michigan",56697,"D",9986857,96714,103.2618,1.52,0,75,13.6
"565",150204,7049607326,739,"apartment",641,1,1,1,1,1,0,0,"ks","Kansas",58218,"D",2913314,82278,35.40818,1.47,1,75.9,5.5
"566",242067,7042125879,1960,"apartment",1214,2,2,1,1,1,0,0,"nj","New Jersey",81740,"D",8882190,8723,1018.249,2.31,0,54.8,12.8
"567",6968,7047434034,705,"apartment",1368,3,2.5,1,1,1,0,0,"al","Alabama",49861,"R",4903185,52420,93.53653186,0.48,1,65.5,26.7
"568",272712,7032673152,525,"apartment",660,2,1,1,1,1,0,0,"oh","Ohio",56111,"R",11659650,44826,260.1091,1.68,1,78.9,12.2
"569",381591,7033581612,1395,"apartment",1212,3,1,0,0,1,0,0,"wi","Wisconsin",60773,"D",5790186,65496,88.40519,1.61,0,81.2,6.3
"570",149758,7035966152,798,"apartment",865,2,1,0,0,0,0,0,"ks","Kansas",58218,"D",2913314,82278,35.40818,1.47,1,75.9,5.5
"571",162486,7049239477,763,"apartment",864,2,1,1,1,1,0,0,"la","Louisiana",47905,"D",4648794,52378,88.75471,0.71,1,58.5,32.1
"572",375450,7051073935,1650,"apartment",600,1,1,1,1,0,0,0,"wa","Washington",74073,"D",7423362,71298,104.1174,0.88,0,68.6,3.5
"573",344847,7031369756,2059,"apartment",1260,2,2,1,1,1,1,0,"tx","Texas",60629,"R",28295273,268596,105.3451,2.06,1,41.9,11.8
"574",214517,7031462256,1095,"apartment",1067,2,2,1,1,1,0,0,"nc","North Carolina",53855,"D",10488084,53819,194.877,0.78,1,63,21.2
"575",103298,7035989416,1309,"apartment",1190,2,2,1,1,1,0,0,"fl","Florida",55462,"R",21477737,65758,326.6179,1.05,1,53.8,15.4
"576",216259,7049190911,1001,"apartment",1022,2,2,1,1,1,0,0,"nc","North Carolina",53855,"D",10488084,53819,194.877,0.78,1,63,21.2
"577",311701,7045114940,1299,"apartment",1350,3,2,1,1,1,0,0,"tn","Tennessee",52375,"R",6708799,42144,159.1875,0.54,1,73.9,16.6
